Subject,Code,Event Type,Time,TTime,Condition,Decisions,Outcomes,Reaction Time,Stimuli_Order,High_Reward_Chosen,High_Loss_Chosen,m1_rp_all_fit_chosen_value,m2_rp_individual_fit_chosen_value,m3_rp_good_patients_chosen_value,Correct_Decisions
LN_VTA_1,trial_45_neu_18_f2_f1_acum_r7_l6_task_1_sess_1,Picture,[7397.25639599],[0],3,1,0,1.088363171,f2_f1,,,,,,2
LN_VTA_1,trial_46_neu_19_f2_f1_acum_r7_l6_task_1_sess_1,Picture,[7409.77475709],[0],3,2,0,1.022653037,f2_f1,,,,,,1
LN_VTA_1,trial_57_neu_20_f2_f1_acum_r9_l8_task_1_sess_1,Picture,[7556.09903294],[0],3,2,0,1.158606231,f2_f1,,,,,,1
LN_VTA_1,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_2,Picture,[7693.70055661],[0],3,2,0,2.412544935,f1_f2,,,,,,2
LN_VTA_1,trial_9_neu_2_f2_f1_acum_r0_l2_task_1_sess_2,Picture,[7798.72430914],[0],3,1,0,0.876560533,f2_f1,,,,,,2
LN_VTA_1,trial_10_neu_3_f1_f2_acum_r0_l2_task_1_sess_2,Picture,[7811.24261209],[0],3,2,0,1.055625561,f1_f2,,,,,,2
LN_VTA_1,trial_22_neu_6_f1_f2_acum_r1_l2_task_1_sess_2,Picture,[7957.55021513],[0],3,2,0,0.971667406,f1_f2,,,,,,2
LN_VTA_1,trial_24_neu_7_f1_f2_acum_r1_l2_task_1_sess_2,Picture,[7980.07319621],[0],3,2,0,0.986337742,f1_f2,,,,,,2
LN_VTA_1,trial_26_neu_8_f2_f1_acum_r1_l2_task_1_sess_2,Picture,[8008.82203219],[0],3,2,0,0.772833309,f2_f1,,,,,,1
LN_VTA_1,trial_30_neu_9_f2_f1_acum_r3_l2_task_1_sess_2,Picture,[8055.08314888],[0],3,2,0,0.654862623,f2_f1,,,,,,1
LN_VTA_1,trial_33_neu_10_f2_f1_acum_r4_l3_task_1_sess_2,Picture,[8093.85323278],[0],3,2,0,0.608136422,f2_f1,,,,,,1
LN_VTA_1,trial_37_neu_11_f1_f2_acum_r5_l4_task_1_sess_2,Picture,[8150.13562667],[0],3,2,0,0.734213918,f1_f2,,,,,,2
LN_VTA_1,trial_43_neu_12_f2_f1_acum_r6_l5_task_1_sess_2,Picture,[8220.16822307],[0],3,2,0,0.840956252,f2_f1,,,,,,1
LN_VTA_1,trial_45_neu_13_f2_f1_acum_r6_l5_task_1_sess_2,Picture,[8246.43663729],[0],3,1,0,1.437746104,f2_f1,,,,,,2
LN_VTA_1,trial_46_neu_14_f2_f1_acum_r6_l5_task_1_sess_2,Picture,[8256.44134089],[0],3,2,0,1.006319108,f2_f1,,,,,,1
LN_VTA_1,trial_47_neu_15_f2_f1_acum_r6_l5_task_1_sess_2,Picture,[8267.69459215],[0],3,2,0,1.064952175,f2_f1,,,,,,1
LN_VTA_1,trial_48_neu_16_f1_f2_acum_r6_l5_task_1_sess_2,Picture,[8280.19615007],[0],3,1,0,0.934820703,f1_f2,,,,,,1
LN_VTA_1,trial_50_neu_17_f1_f2_acum_r6_l5_task_1_sess_2,Picture,[8302.70243022],[0],3,2,0,0.652351933,f1_f2,,,,,,2
LN_VTA_1,trial_52_neu_18_f2_f1_acum_r7_l5_task_1_sess_2,Picture,[8331.46787742],[0],3,2,0,1.131762375,f2_f1,,,,,,1
LN_VTA_1,trial_54_neu_19_f1_f2_acum_r7_l5_task_1_sess_2,Picture,[8362.71370609],[0],3,2,0,0.837127877,f1_f2,,,,,,2
LN_VTA_1,trial_59_neu_20_f2_f1_acum_r7_l5_task_1_sess_2,Picture,[8421.49311356],[0],3,2,0,1.09554249,f2_f1,,,,,,1
LN_VTA_1,trial_2_neu_1_f1_f2_acum_r0_l0_task_1_sess_3,Picture,[8577.35592422],[0],3,2,0,0.681920676,f1_f2,,,,,,2
LN_VTA_1,trial_4_neu_2_f2_f1_acum_r0_l1_task_1_sess_3,Picture,[8597.3652132],[0],3,1,0,0.890870516,f2_f1,,,,,,2
LN_VTA_1,trial_12_neu_3_f1_f2_acum_r2_l2_task_1_sess_3,Picture,[8686.15876949],[0],3,1,0,0.957717397,f1_f2,,,,,,1
LN_VTA_1,trial_13_neu_4_f1_f2_acum_r2_l2_task_1_sess_3,Picture,[8696.14662581],[0],3,2,0,0.692312956,f1_f2,,,,,,2
LN_VTA_1,trial_16_neu_5_f1_f2_acum_r3_l2_task_1_sess_3,Picture,[8743.68950463],[0],3,2,0,0.759849944,f1_f2,,,,,,2
LN_VTA_1,trial_19_neu_6_f1_f2_acum_r4_l2_task_1_sess_3,Picture,[8786.18849066],[0],3,2,0,1.219987182,f1_f2,,,,,,2
LN_VTA_1,trial_22_neu_7_f1_f2_acum_r4_l2_task_1_sess_3,Picture,[8819.96458882],[0],3,1,0,0.443436304,f1_f2,,,,,,1
LN_VTA_1,trial_27_neu_8_f2_f1_acum_r5_l3_task_1_sess_3,Picture,[8879.97586507],[0],3,2,0,1.069933072,f2_f1,,,,,,1
LN_VTA_1,trial_32_neu_9_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[8947.5114684],[0],3,2,0,0.891450008,f2_f1,,,,,,1
LN_VTA_1,trial_34_neu_10_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[8985.016344],[0],3,2,0,0.725505379,f2_f1,,,,,,1
LN_VTA_1,trial_35_neu_11_f1_f2_acum_r6_l4_task_1_sess_3,Picture,[8995.02106319],[0],3,1,0,0.819620329,f1_f2,,,,,,1
LN_VTA_1,trial_36_neu_12_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[9006.29083102],[0],3,1,0,0.822164469,f2_f1,,,,,,2
LN_VTA_1,trial_38_neu_13_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[9028.79716895],[0],3,1,0,0.697893111,f2_f1,,,,,,2
LN_VTA_1,trial_39_neu_14_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[9047.54130322],[0],3,2,0,0.624951202,f2_f1,,,,,,1
LN_VTA_1,trial_41_neu_15_f2_f1_acum_r6_l4_task_1_sess_3,Picture,[9076.30677096],[0],3,2,0,0.599924128,f2_f1,,,,,,1
LN_VTA_1,trial_46_neu_16_f1_f2_acum_r6_l6_task_1_sess_3,Picture,[9146.35591966],[0],3,2,0,0.566936019,f1_f2,,,,,,2
LN_VTA_1,trial_51_neu_17_f1_f2_acum_r7_l7_task_1_sess_3,Picture,[9202.62172817],[0],3,2,0,0.877539722,f1_f2,,,,,,2
LN_VTA_1,trial_52_neu_18_f2_f1_acum_r7_l7_task_1_sess_3,Picture,[9212.6263546],[0],3,1,0,0.828281734,f2_f1,,,,,,2
LN_VTA_1,trial_54_neu_19_f1_f2_acum_r7_l7_task_1_sess_3,Picture,[9233.88418668],[0],3,2,0,1.461549193,f1_f2,,,,,,2
LN_VTA_1,trial_56_neu_20_f2_f1_acum_r7_l7_task_1_sess_3,Picture,[9261.40117404],[0],3,2,0,0.731428592,f2_f1,,,,,,1
LN_VTA_1,trial_2_neu_1_f1_f2_acum_r1_l0_task_1_sess_4,Picture,[9433.42800972],[0],3,2,0,1.003292026,f1_f2,,,,,,2
LN_VTA_1,trial_4_neu_2_f1_f2_acum_r1_l1_task_1_sess_4,Picture,[9454.66906218],[0],3,1,0,0.969943374,f1_f2,,,,,,1
LN_VTA_1,trial_5_neu_3_f2_f1_acum_r1_l1_task_1_sess_4,Picture,[9464.6737004],[0],3,2,0,1.055213701,f2_f1,,,,,,1
LN_VTA_1,trial_7_neu_4_f1_f2_acum_r1_l1_task_1_sess_4,Picture,[9487.1966735],[0],3,2,0,1.009797773,f1_f2,,,,,,2
LN_VTA_1,trial_9_neu_5_f2_f1_acum_r1_l2_task_1_sess_4,Picture,[9508.43779362],[0],3,1,0,0.575068678,f2_f1,,,,,,2
LN_VTA_1,trial_10_neu_6_f2_f1_acum_r1_l2_task_1_sess_4,Picture,[9519.70758768],[0],3,1,0,0.9435511,f2_f1,,,,,,2
LN_VTA_1,trial_20_neu_8_f2_f1_acum_r3_l4_task_1_sess_4,Picture,[9648.51966036],[0],3,2,0,0.764651805,f2_f1,,,,,,1
LN_VTA_1,trial_23_neu_9_f1_f2_acum_r3_l4_task_1_sess_4,Picture,[9701.03988785],[0],3,2,0,0.719087629,f1_f2,,,,,,2
LN_VTA_1,trial_24_neu_10_f1_f2_acum_r3_l4_task_1_sess_4,Picture,[9712.29304408],[0],3,1,0,0.702235027,f1_f2,,,,,,1
LN_VTA_1,trial_28_neu_11_f2_f1_acum_r3_l5_task_1_sess_4,Picture,[9759.8192767],[0],3,1,0,0.654468439,f2_f1,,,,,,2
LN_VTA_1,trial_31_neu_12_f1_f2_acum_r3_l6_task_1_sess_4,Picture,[9796.07585857],[0],3,1,0,0.642898549,f1_f2,,,,,,1
LN_VTA_1,trial_38_neu_14_f2_f1_acum_r4_l7_task_1_sess_4,Picture,[9881.12359779],[0],3,1,0,0.002183217,f2_f1,,,,,,2
LN_VTA_1,trial_41_neu_15_f1_f2_acum_r4_l7_task_1_sess_4,Picture,[9918.62852395],[0],3,2,0,0.865198759,f1_f2,,,,,,2
LN_VTA_1,trial_42_neu_16_f2_f1_acum_r4_l7_task_1_sess_4,Picture,[9936.14083127],[0],3,1,0,0.596630962,f2_f1,,,,,,2
LN_VTA_1,trial_45_neu_17_f2_f1_acum_r4_l8_task_1_sess_4,Picture,[9976.14285617],[0],3,2,0,0.363583061,f2_f1,,,,,,1
LN_VTA_1,trial_47_neu_18_f1_f2_acum_r4_l8_task_1_sess_4,Picture,[9997.40064263],[0],3,2,0,0.91678992,f1_f2,,,,,,2
LN_VTA_1,trial_49_neu_19_f2_f1_acum_r4_l9_task_1_sess_4,Picture,[10022.42056014],[0],3,2,0,0.57323251,f2_f1,,,,,,1
LN_VTA_1,trial_53_neu_20_f1_f2_acum_r5_l9_task_1_sess_4,Picture,[10074.95745511],[0],3,1,0,0.811091396,f1_f2,,,,,,1
LN_VTA_2,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[8698.32611066],[0],3,1,0,0.785989651,f1_f2,,,,,,1
LN_VTA_2,trial_2_neu_2_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[8708.32578719],[0],3,2,0,0.94930289,f2_f1,,,,,,1
LN_VTA_2,trial_4_neu_3_f1_f2_acum_r1_l0_task_1_sess_1,Picture,[8730.84195856],[0],3,2,0,1.606008991,f1_f2,,,,,,2
LN_VTA_2,trial_5_neu_4_f1_f2_acum_r1_l0_task_1_sess_1,Picture,[8740.84174418],[0],3,1,0,0.904295514,f1_f2,,,,,,1
LN_VTA_2,trial_13_neu_5_f2_f1_acum_r3_l2_task_1_sess_1,Picture,[8838.47305088],[0],3,2,0,1.761230178,f2_f1,,,,,,1
LN_VTA_2,trial_17_neu_6_f1_f2_acum_r4_l2_task_1_sess_1,Picture,[8888.5052488],[0],3,2,0,1.100979705,f1_f2,,,,,,2
LN_VTA_2,trial_19_neu_7_f1_f2_acum_r5_l2_task_1_sess_1,Picture,[8914.78804132],[0],3,1,0,2.53109369,f1_f2,,,,,,1
LN_VTA_2,trial_22_neu_9_f1_f2_acum_r5_l2_task_1_sess_1,Picture,[8951.10392654],[0],3,1,0,0.868865296,f1_f2,,,,,,1
LN_VTA_2,trial_23_neu_10_f1_f2_acum_r5_l2_task_1_sess_1,Picture,[8962.37031676],[0],3,2,0,1.027488501,f1_f2,,,,,,2
LN_VTA_2,trial_24_neu_11_f2_f1_acum_r5_l2_task_1_sess_1,Picture,[8972.37013811],[0],3,2,0,1.509378738,f2_f1,,,,,,1
LN_VTA_2,trial_26_neu_12_f2_f1_acum_r5_l3_task_1_sess_1,Picture,[9007.41936285],[0],3,1,0,1.361610443,f2_f1,,,,,,2
LN_VTA_2,trial_27_neu_13_f1_f2_acum_r5_l3_task_1_sess_1,Picture,[9022.43572865],[0],3,1,0,1.701904674,f1_f2,,,,,,1
LN_VTA_2,trial_31_neu_14_f2_f1_acum_r6_l4_task_1_sess_1,Picture,[9067.45142887],[0],3,2,0,1.635914636,f2_f1,,,,,,1
LN_VTA_2,trial_39_neu_15_f1_f2_acum_r7_l6_task_1_sess_1,Picture,[9165.03264265],[0],3,1,0,1.294852575,f1_f2,,,,,,1
LN_VTA_2,trial_41_neu_16_f2_f1_acum_r7_l6_task_1_sess_1,Picture,[9192.56539003],[0],3,2,0,1.702604844,f2_f1,,,,,,1
LN_VTA_2,trial_43_neu_17_f2_f1_acum_r8_l6_task_1_sess_1,Picture,[9221.33147027],[0],3,2,0,1.107755044,f2_f1,,,,,,1
LN_VTA_2,trial_45_neu_18_f2_f1_acum_r8_l7_task_1_sess_1,Picture,[9242.61431296],[0],3,2,0,1.348237089,f2_f1,,,,,,1
LN_VTA_2,trial_46_neu_19_f2_f1_acum_r8_l7_task_1_sess_1,Picture,[9255.1307352],[0],3,1,0,0.866863996,f2_f1,,,,,,2
LN_VTA_2,trial_57_neu_20_f2_f1_acum_r11_l9_task_1_sess_1,Picture,[9401.51092846],[0],3,1,0,1.377206893,f2_f1,,,,,,2
LN_VTA_2,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_2,Picture,[9606.75662035],[0],3,1,0,1.172685515,f1_f2,,,,,,1
LN_VTA_2,trial_9_neu_2_f2_f1_acum_r0_l2_task_1_sess_2,Picture,[9711.8376055],[0],3,1,0,1.152870753,f2_f1,,,,,,2
LN_VTA_2,trial_10_neu_3_f1_f2_acum_r0_l2_task_1_sess_2,Picture,[9724.35409692],[0],3,2,0,1.04241424,f1_f2,,,,,,2
LN_VTA_2,trial_16_neu_4_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[9793.16919132],[0],3,2,0,1.326291978,f1_f2,,,,,,2
LN_VTA_2,trial_18_neu_5_f1_f2_acum_r2_l3_task_1_sess_2,Picture,[9820.71856487],[0],3,1,0,1.066068532,f1_f2,,,,,,1
LN_VTA_2,trial_22_neu_6_f1_f2_acum_r3_l4_task_1_sess_2,Picture,[9870.76748666],[0],3,2,0,1.935252173,f1_f2,,,,,,2
LN_VTA_2,trial_26_neu_8_f2_f1_acum_r3_l6_task_1_sess_2,Picture,[9922.06638992],[0],3,2,0,0.783208358,f2_f1,,,,,,1
LN_VTA_2,trial_30_neu_9_f2_f1_acum_r5_l6_task_1_sess_2,Picture,[9968.36537072],[0],3,1,0,1.294330678,f2_f1,,,,,,2
LN_VTA_2,trial_33_neu_10_f2_f1_acum_r6_l7_task_1_sess_2,Picture,[10007.14789506],[0],3,2,0,1.453562256,f2_f1,,,,,,1
LN_VTA_2,trial_37_neu_11_f1_f2_acum_r7_l8_task_1_sess_2,Picture,[10063.46338953],[0],3,1,0,0.769868074,f1_f2,,,,,,1
LN_VTA_2,trial_43_neu_12_f2_f1_acum_r8_l9_task_1_sess_2,Picture,[10133.52851101],[0],3,2,0,1.129999114,f2_f1,,,,,,1
LN_VTA_2,trial_45_neu_13_f2_f1_acum_r9_l9_task_1_sess_2,Picture,[10159.81129516],[0],3,2,0,2.689668811,f2_f1,,,,,,1
LN_VTA_2,trial_47_neu_15_f2_f1_acum_r9_l9_task_1_sess_2,Picture,[10181.07746149],[0],3,1,0,2.395209654,f2_f1,,,,,,2
LN_VTA_2,trial_48_neu_16_f1_f2_acum_r9_l9_task_1_sess_2,Picture,[10193.61055971],[0],3,1,0,0.668195801,f1_f2,,,,,,1
LN_VTA_2,trial_50_neu_17_f1_f2_acum_r9_l10_task_1_sess_2,Picture,[10216.11012923],[0],3,2,0,0.42148008,f1_f2,,,,,,2
LN_VTA_2,trial_52_neu_18_f2_f1_acum_r10_l10_task_1_sess_2,Picture,[10244.89279536],[0],3,2,0,0.380028288,f2_f1,,,,,,1
LN_VTA_2,trial_54_neu_19_f1_f2_acum_r10_l11_task_1_sess_2,Picture,[10276.17546168],[0],3,2,0,1.107235618,f1_f2,,,,,,2
LN_VTA_2,trial_59_neu_20_f2_f1_acum_r12_l11_task_1_sess_2,Picture,[10334.95767889],[0],3,1,0,1.341577305,f2_f1,,,,,,2
LN_VTA_2,trial_2_neu_1_f1_f2_acum_r0_l1_task_1_sess_3,Picture,[11309.00327202],[0],3,1,0,1.133113577,f1_f2,,,,,,1
LN_VTA_2,trial_4_neu_2_f2_f1_acum_r0_l2_task_1_sess_3,Picture,[11329.0028672],[0],3,1,0,1.171361579,f2_f1,,,,,,2
LN_VTA_2,trial_12_neu_3_f1_f2_acum_r2_l3_task_1_sess_3,Picture,[11417.83429661],[0],3,1,0,1.827441823,f1_f2,,,,,,1
LN_VTA_2,trial_13_neu_4_f1_f2_acum_r2_l3_task_1_sess_3,Picture,[11427.8340826],[0],3,1,0,1.322444656,f1_f2,,,,,,1
LN_VTA_2,trial_16_neu_5_f1_f2_acum_r3_l3_task_1_sess_3,Picture,[11475.4163474],[0],3,1,0,0.429650246,f1_f2,,,,,,1
LN_VTA_2,trial_19_neu_6_f1_f2_acum_r5_l3_task_1_sess_3,Picture,[11517.98216088],[0],3,1,0,2.285221441,f1_f2,,,,,,1
LN_VTA_2,trial_22_neu_7_f1_f2_acum_r5_l4_task_1_sess_3,Picture,[11551.76476162],[0],3,2,0,0.558330935,f1_f2,,,,,,2
LN_VTA_2,trial_27_neu_8_f2_f1_acum_r5_l4_task_1_sess_3,Picture,[11611.8301412],[0],3,2,0,1.148849719,f2_f1,,,,,,1
LN_VTA_2,trial_32_neu_9_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11679.39533053],[0],3,2,0,1.76988765,f2_f1,,,,,,1
LN_VTA_2,trial_34_neu_10_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11716.92788139],[0],3,2,0,1.357199223,f2_f1,,,,,,1
LN_VTA_2,trial_36_neu_12_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11738.19406749],[0],3,2,0,0.563620789,f2_f1,,,,,,1
LN_VTA_2,trial_38_neu_13_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11760.71027497],[0],3,1,0,0.374536214,f2_f1,,,,,,2
LN_VTA_2,trial_39_neu_14_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11779.49322694],[0],3,2,0,0.994268074,f2_f1,,,,,,1
LN_VTA_2,trial_41_neu_15_f2_f1_acum_r5_l5_task_1_sess_3,Picture,[11808.27589497],[0],3,2,0,0.793343713,f2_f1,,,,,,1
LN_VTA_2,trial_46_neu_16_f1_f2_acum_r6_l6_task_1_sess_3,Picture,[11878.35775172],[0],3,2,0,0.664119841,f1_f2,,,,,,2
LN_VTA_2,trial_51_neu_17_f1_f2_acum_r6_l7_task_1_sess_3,Picture,[11934.65654208],[0],3,1,0,0.39292707,f1_f2,,,,,,1
LN_VTA_2,trial_52_neu_18_f2_f1_acum_r6_l7_task_1_sess_3,Picture,[11944.6562798],[0],3,2,0,1.132767863,f2_f1,,,,,,1
LN_VTA_2,trial_54_neu_19_f1_f2_acum_r6_l7_task_1_sess_3,Picture,[11965.9392046],[0],3,1,0,0.728489644,f1_f2,,,,,,1
LN_VTA_3,trial_1_neu_1_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2520.57036185],[0],3,2,0,0.513180837,f1_f2,,,,,,2
LN_VTA_3,trial_2_neu_2_f2_f1_acum_r0_l0_task_1_sess_1,Picture,[2525.56877295],[0],3,1,0,0.457412161,f2_f1,,,,,,2
LN_VTA_3,trial_4_neu_3_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2535.56592889],[0],3,1,0,1.260977759,f1_f2,,,,,,1
LN_VTA_3,trial_5_neu_4_f1_f2_acum_r0_l0_task_1_sess_1,Picture,[2540.58120552],[0],3,2,0,0.595275836,f1_f2,,,,,,2
LN_VTA_3,trial_13_neu_5_f2_f1_acum_r1_l4_task_1_sess_1,Picture,[2580.56984602],[0],3,2,0,0.953969988,f2_f1,,,,,,1
LN_VTA_3,trial_17_neu_6_f1_f2_acum_r2_l5_task_1_sess_1,Picture,[2600.5809573],[0],3,2,0,0.739996488,f1_f2,,,,,,2
LN_VTA_3,trial_19_neu_7_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2610.57799693],[0],3,1,0,1.158489154,f1_f2,,,,,,1
LN_VTA_3,trial_20_neu_8_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2615.57659011],[0],3,2,0,0.660696128,f1_f2,,,,,,2
LN_VTA_3,trial_22_neu_9_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2625.57373997],[0],3,1,0,0.290963493,f1_f2,,,,,,1
LN_VTA_3,trial_23_neu_10_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2630.57234417],[0],3,1,0,0.512219895,f1_f2,,,,,,1
LN_VTA_3,trial_24_neu_11_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2635.57101451],[0],3,2,0,0.441331772,f2_f1,,,,,,1
LN_VTA_3,trial_26_neu_12_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2645.56815981],[0],3,2,0,0.437436876,f2_f1,,,,,,1
LN_VTA_3,trial_27_neu_13_f1_f2_acum_r3_l5_task_1_sess_1,Picture,[2650.58340147],[0],3,1,0,0.398280377,f1_f2,,,,,,1
LN_VTA_3,trial_31_neu_14_f2_f1_acum_r3_l5_task_1_sess_1,Picture,[2670.57764836],[0],3,2,0,0.627984937,f2_f1,,,,,,1
LN_VTA_3,trial_39_neu_15_f1_f2_acum_r5_l6_task_1_sess_1,Picture,[2710.58294191],[0],3,2,0,0.546982592,f1_f2,,,,,,2
LN_VTA_3,trial_41_neu_16_f2_f1_acum_r5_l7_task_1_sess_1,Picture,[2720.58019858],[0],3,2,0,0.406127756,f2_f1,,,,,,1
LN_VTA_3,trial_43_neu_17_f2_f1_acum_r5_l7_task_1_sess_1,Picture,[2730.57726444],[0],3,1,0,1.188599377,f2_f1,,,,,,2
LN_VTA_3,trial_45_neu_18_f2_f1_acum_r5_l8_task_1_sess_1,Picture,[2740.57442343],[0],3,1,0,0.443835239,f2_f1,,,,,,2
LN_VTA_3,trial_46_neu_19_f2_f1_acum_r5_l8_task_1_sess_1,Picture,[2745.57296909],[0],3,1,0,0.454180194,f2_f1,,,,,,2
LN_VTA_3,trial_57_neu_20_f2_f1_acum_r9_l9_task_1_sess_1,Picture,[2800.57406003],[0],3,1,0,0.711395149,f2_f1,,,,,,2
LN_VTA_3,trial_61_neu_21_f1_f2_acum_r9_l9_task_1_sess_1,Picture,[2820.58498619],[0],3,1,0,0.783276524,f1_f2,,,,,,1
LN_VTA_3,trial_62_neu_22_f2_f1_acum_r9_l9_task_1_sess_1,Picture,[2825.56696016],[0],3,2,0,0.51560771,f2_f1,,,,,,1
LN_VTA_3,trial_64_neu_23_f1_f2_acum_r10_l9_task_1_sess_1,Picture,[2835.58088584],[0],3,1,0,0.892296154,f1_f2,,,,,,1
LN_VTA_3,trial_65_neu_24_f1_f2_acum_r10_l9_task_1_sess_1,Picture,[2840.57931518],[0],3,2,0,0.417355158,f1_f2,,,,,,2
LN_VTA_3,trial_73_neu_25_f2_f1_acum_r11_l11_task_1_sess_1,Picture,[2880.56795303],[0],3,2,0,0.494901646,f2_f1,,,,,,1
LN_VTA_3,trial_77_neu_26_f1_f2_acum_r12_l12_task_1_sess_1,Picture,[2900.57891986],[0],3,1,0,0.939643471,f1_f2,,,,,,1
LN_VTA_3,trial_79_neu_27_f1_f2_acum_r13_l12_task_1_sess_1,Picture,[2910.57613662],[0],3,1,0,0.609586388,f1_f2,,,,,,1
LN_VTA_3,trial_80_neu_28_f1_f2_acum_r13_l12_task_1_sess_1,Picture,[2915.55800872],[0],3,1,0,0.594069146,f1_f2,,,,,,1
LN_VTA_3,trial_82_neu_29_f1_f2_acum_r13_l12_task_1_sess_1,Picture,[2925.5718637],[0],3,2,0,0.599054414,f1_f2,,,,,,2
LN_VTA_3,trial_83_neu_30_f1_f2_acum_r13_l12_task_1_sess_1,Picture,[2930.58713691],[0],3,1,0,0.258466689,f1_f2,,,,,,1
LN_VTA_3,trial_84_neu_31_f2_f1_acum_r13_l12_task_1_sess_1,Picture,[2935.56905614],[0],3,2,0,0.998829232,f2_f1,,,,,,1
LN_VTA_3,trial_86_neu_32_f2_f1_acum_r13_l12_task_1_sess_1,Picture,[2945.58302591],[0],3,1,0,1.232720619,f2_f1,,,,,,2
LN_VTA_3,trial_87_neu_33_f1_f2_acum_r13_l12_task_1_sess_1,Picture,[2950.56492728],[0],3,2,0,0.483938427,f1_f2,,,,,,2
LN_VTA_3,trial_91_neu_34_f2_f1_acum_r14_l12_task_1_sess_1,Picture,[2970.55907039],[0],3,2,0,1.131676278,f2_f1,,,,,,1
LN_VTA_3,trial_99_neu_35_f1_f2_acum_r16_l13_task_1_sess_1,Picture,[3010.56437496],[0],3,2,0,0.599037879,f1_f2,,,,,,2
